Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR008972:Cupredoxin	3	1.538461538	0.014907272	"EFNA1, HEPH, CP"	183	20	19384	15.88852459	0.999600446	0.790918707	19.55029422
GOTERM_MF_DIRECT	GO:0004683~calmodulin-dependent protein kinase activity	3	1.538461538	0.015906702	"PTK2B, CAMKK2, DAPK1"	155	21	16650	15.34562212	0.997777609	0.705310882	19.91381089
INTERPRO	IPR001368:TNFR/NGFR cysteine-rich region	3	1.538461538	0.016375824	"TNFRSF9, TNFRSF1B, FAS"	183	21	19384	15.13192818	0.999816342	0.761584187	21.27000884
GOTERM_BP_DIRECT	GO:0031532~actin cytoskeleton reorganization	4	2.051282051	0.01645365	"S100A9, PAK1, PARVB, FARP2"	175	54	17535	7.422222222	1	0.590126231	23.81419721
GOTERM_BP_DIRECT	GO:0031333~negative regulation of protein complex assembly	3	1.538461538	0.016542948	"ULK1, PSEN2, STXBP1"	175	20	17535	15.03	1	0.577808148	23.92752085
GOTERM_BP_DIRECT	GO:0032722~positive regulation of chemokine production	3	1.538461538	0.016542948	"P2RY2, MAPK9, LBP"	175	20	17535	15.03	1	0.577808148	23.92752085
UP_KEYWORDS	Secreted	18	9.230769231	0.016993675	"B4GALT1, C9, S100A8, C4B, EFNA1, MMP8, S100A9, HP, PCOLCE, ACPP, LCN2, ORM1, TFPI, CP, LBP, NRG1, DMBT1, ADAMTS4"	193	1045	20793	1.855735429	0.969696855	0.196301826	19.38820237
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	13	6.666666667	0.017112091	"GATSL2, G6PD, NME1, HJURP, PTK6, STXBP1, FASN, ERN1, FAS, GAPDH, ACPP, DNM1, DAPK1"	155	647	16650	2.158348706	0.998606775	0.665802239	21.26171915
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	12	6.153846154	0.017336817	"DIXDC1, ZFP385A, TNFRSF1B, PTK2B, ULK1, PSEN2, KCNN2, SRD5A1, FAS, ANXA5, HCN3, MBP"	182	540	18520	2.261294261	0.981126021	0.302955806	20.04805648
KEGG_PATHWAY	rno01130:Biosynthesis of antibiotics	8	4.102564103	0.017342949	"G6PD, NME1, PGD, DLAT, RPIA, ACSS2, PSAT1, GAPDH"	96	219	7780	2.96042618	0.962053716	0.480202901	19.49637844
UP_SEQ_FEATURE	active site:Proton acceptor	11	5.641025641	0.017567812	"SULT2A6, SGK2, G6PD, PTK2B, EAR11, MAPK4, MAPK9, GALE, GRK5, PAK1, CAMKK2"	100	375	7976	2.339626667	0.998213421	0.998213421	21.58228901
GOTERM_BP_DIRECT	GO:0010033~response to organic substance	6	3.076923077	0.01780899	"ABCC3, MAPK9, HP, PAK1, ANXA5, DMBT1"	175	152	17535	3.955263158	1	0.591180166	25.51725103
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	34	17.43589744	0.017905592	"TM7SF3, C9, HFE2, EFNA1, EAR11, MMP8, PLBD1, HP, SLC7A5, PCOLCE, TMEM140, TNFRSF1B, P2RY2, FAS, SLCO3A1, LBP, SLC39A4, NRG1, PCSK6, HCN3, BST2, ACPP, NCR3, LCN2, P2RX5, ORM1, CD36, PRLR, ABCC3, TFPI, HEPH, CP, DMBT1, ADAMTS4"	100	1887	7976	1.437117117	0.998419822	0.960248549	21.95131585
INTERPRO	IPR009281:LR8	2	1.025641026	0.018690697	"TMEM176B, TMEM176A"	183	2	19384	105.9234973	0.999946188	0.754457858	23.91144358
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	5	2.564102564	0.018765077	"CD36, PTK2B, EFNA1, ITGA5, NRG1"	175	102	17535	4.911764706	1	0.597186657	26.69704714
UP_KEYWORDS	Steroid metabolism	4	2.051282051	0.018853313	"SULT4A1, SULT2A6, DHCR7, INSIG1"	193	61	20793	7.064639429	0.979406787	0.204193832	21.28497717
GOTERM_MF_DIRECT	GO:0005524~ATP binding	22	11.28205128	0.019025339	"CHKA, SGK2, NUAK1, CLPX, DAPK1, CAMKK2, P2RX5, IKBKE, ULK1, NME1, PTK2B, PTK6, P2RY2, MAPK4, HSPA4L, ABCC3, ERN1, MAPK9, PAK1, GRK5, ITPK1, ACSL5"	155	1403	16650	1.684408985	0.999336841	0.648483747	23.35803128
GOTERM_BP_DIRECT	GO:0070488~neutrophil aggregation	2	1.025641026	0.019748116	"S100A8, S100A9"	175	2	17535	100.2	1	0.603222965	27.89179101
GOTERM_BP_DIRECT	GO:0019322~pentose biosynthetic process	2	1.025641026	0.019748116	"G6PD, PGD"	175	2	17535	100.2	1	0.603222965	27.89179101
GOTERM_BP_DIRECT	GO:0035606~peptidyl-cysteine S-trans-nitrosylation	2	1.025641026	0.019748116	"S100A9, GAPDH"	175	2	17535	100.2	1	0.603222965	27.89179101
GOTERM_BP_DIRECT	GO:0032490~detection of molecule of bacterial origin	2	1.025641026	0.019748116	"C4B, LBP"	175	2	17535	100.2	1	0.603222965	27.89179101
SMART	SM00208:TNFR	3	1.538461538	0.019896289	"TNFRSF9, TNFRSF1B, FAS"	102	21	9680	13.55742297	0.918903108	0.715224839	20.73731171
GOTERM_MF_DIRECT	GO:0005515~protein binding	24	12.30769231	0.02043512	"TSPO, BST2, STX2, STXBP1, CACNB4, ANXA5, MBP, CD36, PTK2B, NME1, BTG1, P2RY2, KCNN2, IRF1, FASN, ERN1, MAPK9, SYNJ2, FABP4, PAK1, FAS, RARB, GAPDH, DNM1"	155	1589	16650	1.622444629	0.9996166	0.625926929	24.86943759
UP_KEYWORDS	Antimicrobial	4	2.051282051	0.020527133	"S100A8, S100A9, HP, LBP"	193	63	20793	6.840365162	0.985463775	0.209477965	22.95700445
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	12	6.153846154	0.02099865	"REEP6, JPH4, SCD2, PSEN2, CYP2C7, INSIG1, TMEM170A, ERN1, SRD5A1, ELOVL6, TM6SF2, ACSL5"	182	556	18520	2.196221045	0.991912636	0.330654138	23.77706743
UP_KEYWORDS	Nucleotide-binding	21	10.76923077	0.021179049	"CHKA, SGK2, TUBB2B, TUBB2A, GNA12, CLPX, CAMKK2, NME1, PTK2B, PTK6, MAPK4, HSPA4L, ABCC3, MAPK9, PAK1, GRK5, ARL4D, HCN3, AGAP3, DNM1, ACSL5"	193	1327	20793	1.704936531	0.987309922	0.20533821	23.59932962
GOTERM_BP_DIRECT	GO:0002526~acute inflammatory response	3	1.538461538	0.021605278	"B4GALT1, S100A8, HP"	175	23	17535	13.06956522	1	0.624135138	30.09916542
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	4	2.051282051	0.021745598	"CD36, FABP4, GPAM, ACSL5"	175	60	17535	6.68	1	0.614486313	30.26334086
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	17	8.717948718	0.022491509	"PLXNA2, TSPAN14, CD72, SLC7A5, NCR3, IL17RB, P2RX5, TNFRSF9, TNFRSF1B, PSEN2, ABCC3, FAS, SLCO3A1, SLC39A4, PERP, NRG1, HCN3"	182	942	18520	1.836401391	0.994280445	0.32781409	25.25077275
UP_SEQ_FEATURE	metal ion-binding site:Copper 5; type 1	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 2	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	metal ion-binding site:Copper 2; type 3	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 4	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	metal ion-binding site:Copper 3; type 3	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 5	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 3	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	metal ion-binding site:Copper 6; type 1	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	metal ion-binding site:Copper 4; type 1	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	metal ion-binding site:Copper 1; type 2	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 6	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
UP_SEQ_FEATURE	domain:Plastocyanin-like 1	2	1.025641026	0.024671947	"HEPH, CP"	100	2	7976	79.76	0.999866092	0.948839451	29.01283302
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	4	2.051282051	0.024700117	"S100A8, S100A9, FABP4, IL17RB"	175	63	17535	6.361904762	1	0.650213356	33.63722525
GOTERM_MF_DIRECT	GO:0005525~GTP binding	9	4.615384615	0.025143288	"P2RX5, TUBB2B, NME1, TUBB2A, GNA12, RAB38, ARL4D, AGAP3, DNM1"	155	380	16650	2.544142615	0.999938844	0.659727683	29.7189575
GOTERM_BP_DIRECT	GO:0001954~positive regulation of cell-matrix adhesion	3	1.538461538	0.02529058	"CD36, PTK2B, CCL21"	175	25	17535	12.024	1	0.647697485	34.29285278
