Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acetylation	38	15.57377049	4.05E-04	"RTN4, EHHADH, PGD, PGAM1, ADH7, TK1, MIF, MBP, ALDH1A1, GPX1, TP53I3, SCLY, ADH1, HIST1H4B, GSTK1, FASN, PAK1, GAPDH, ACAA1B, CAR2, PPP2R1B, PRKCA, STK24, ARPP19, PRKCI, EPHX1, TKT, MID1IP1, AK4, CRYZ, ANXA5, CHPT1, DBI, CYP2C6V1, NUP62, HIBCH, PGK1, GPAM"	244	1775	20793	1.824368506	0.090340754	0.011765885	0.518839482
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	6	2.459016393	4.49E-04	"GSTM1, GSTA1, GPX1, ETHE1, GSTK1, GSTT1"	218	52	17535	9.281051517	0.486376738	0.090791418	0.742237066
GOTERM_MF_DIRECT	GO:0008013~beta-catenin binding	7	2.868852459	5.40E-04	"AMER1, AR, DACT2, PTPRT, TCF7L1, KANK1, MED12L"	200	85	16650	6.855882353	0.215766992	0.114430687	0.763322875
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	10	4.098360656	5.97E-04	"RTN4, GSTM1, NME1, STXBP1, PGAM1, TKT, GAPDH, CAR2, MIF, MBP"	228	191	18520	4.252778543	0.123719849	0.032478235	0.758372539
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	5	2.049180328	6.25E-04	"CYP2C6V1, SULT2A6, SULT2A2, HSD17B6, SULT2B1"	218	32	17535	12.5680906	0.604617332	0.10951378	1.032197704
UP_KEYWORDS	Steroid metabolism	6	2.459016393	7.30E-04	"SULT2A6, CUBN, SULT2A2, HSD17B6, SULT2B1, AKR1D1"	244	61	20793	8.382020962	0.157155676	0.018817695	0.934909238
INTERPRO	IPR013154:Alcohol dehydrogenase GroES-like	4	1.639344262	8.03E-04	"TP53I3, ADH1, ADH7, CRYZ"	229	16	19384	21.16157205	0.362840457	0.086203188	1.168831895
GOTERM_BP_DIRECT	GO:0042573~retinoic acid metabolic process	4	1.639344262	9.29E-04	"ALDH1A1, ADH1, CYP26B1, ADH7"	218	16	17535	20.10894495	0.748349463	0.142129004	1.530930607
KEGG_PATHWAY	rno00982:Drug metabolism - cytochrome P450	7	2.868852459	0.001097016	"GSTM1, GSTA1, GSTA3, ADH1, GSTK1, GSTT1, ADH7"	130	71	7780	5.900325027	0.194450635	0.035396811	1.362971847
UP_KEYWORDS	NADP	8	3.278688525	0.00111151	"ALDH1L1, MICAL2, PGD, FASN, AKR7A3, CRYZ, AKR1D1, IYD"	244	136	20793	5.012777242	0.229131813	0.025688088	1.419546452
INTERPRO	"IPR002085:Alcohol dehydrogenase superfamily, zinc-type"	4	1.639344262	0.001150131	"TP53I3, ADH1, ADH7, CRYZ"	229	18	19384	18.81028627	0.475649407	0.102012495	1.669896243
GOTERM_CC_DIRECT	GO:0005811~lipid particle	6	2.459016393	0.001202754	"PLIN5, PLIN2, ACSL3, GAPDH, PNPLA5, CIDEC"	228	65	18520	7.497975709	0.233536749	0.051803676	1.52138026
INTERPRO	IPR012336:Thioredoxin-like fold	8	3.278688525	0.001359662	"RGD1309676, GSTM1, GSTA1, GPX1, GSTA3, GSTK1, SH3BGRL2, GSTT1"	229	140	19384	4.836930755	0.533869271	0.103306623	1.971305753
GOTERM_MF_DIRECT	GO:0004027~alcohol sulfotransferase activity	3	1.229508197	0.001388055	"SULT2A6, SULT2A2, SULT2B1"	200	5	16650	49.95	0.464770006	0.188079549	1.951308098
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	17	6.967213115	0.001432994	"RTN4, REEP6, SRI, CYP2B2, CYP1A1, EPHX1, TKT, CD1D1, DERL3, CYP2C6V1, PARP16, SLC17A3, CYP26B1, HSD17B6, ELOVL6, ACSL3, CYP2C22"	228	556	18520	2.483592074	0.271610034	0.051449059	1.810170436
KEGG_PATHWAY	rno01100:Metabolic pathways	36	14.75409836	0.001634379	"CYP2B2, GDA, EHHADH, PGD, PGAM1, ADH7, RRM2B, TK1, ASAH2, ALDH1A1, TYMS, CRYL1, SCLY, ADH1, TKFC, CYP26B1, FASN, HSD17B6, GALE, GAPDH, ACAA1B, ACSL3, CYP1A1, TKT, AK4, CHPT1, CYP2C6V1, GBE1, GCK, NME1, HIBCH, PSAT1, PGK1, GPAM, AKR1D1, CYP2C22"	130	1293	7780	1.666250223	0.275472841	0.04499024	2.024355032
KEGG_PATHWAY	rno03320:PPAR signaling pathway	7	2.868852459	0.001675129	"CD36, EHHADH, ACSL3, DBI, ACAA1B, RGD1565355, ANGPTL4"	130	77	7780	5.440559441	0.281275469	0.040444037	2.07434332
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	7	2.868852459	0.00168274	"CD36, PTK2B, EFNA1, CD81, NRG1, MIF, THBS4"	218	102	17535	5.520102536	0.91785661	0.221143834	2.755968879
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	5	2.049180328	0.001697041	"GSTM1, GSTA1, GSTA3, GSTK1, GSTT1"	200	43	16650	9.680232558	0.534348148	0.173932885	2.380831633
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	12	4.918032787	0.001720605	"TF, CUBN, CD36, BST2, SLC17A3, CD81, PRKCI, SLC39A4, NRG1, TJP3, AMOTL2, GNAT3"	228	313	18520	3.114175214	0.316536002	0.052917201	2.16982578
GOTERM_BP_DIRECT	GO:0007568~aging	12	4.918032787	0.001946039	"RTN4, GSTA1, PRKCA, GPX1, TYMS, CYP2B2, GSTA3, CYP1A1, CDKN2B, JUND, MIF, MBP"	218	315	17535	3.064220183	0.944464674	0.231099862	3.180684363
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NAD	7	2.868852459	0.002118386	"ALDH1A1, CRYL1, ADH1, HSD17B6, GALE, ADH7, GAPDH"	122	88	7976	5.200447094	0.580821952	0.580821952	2.92487142
KEGG_PATHWAY	rno00140:Steroid hormone biosynthesis	7	2.868852459	0.002172881	"CYP2C6V1, CYP2B2, CYP1A1, HSD17B6, SULT2B1, AKR1D1, CYP2C22"	130	81	7780	5.171889839	0.348529573	0.046497944	2.683045287
UP_KEYWORDS	Kinase	17	6.967213115	0.002237171	"PRKCA, MOK, NUAK1, STK24, PRKCI, AK4, PBK, TK1, ACVR1C, IKBKE, CDKN1A, GCK, TKFC, NME1, PTK2B, PAK1, PGK1"	244	609	20793	2.378805621	0.407902827	0.046526881	2.838207039
GOTERM_MF_DIRECT	GO:0008144~drug binding	7	2.868852459	0.002369227	"P2RX5, GSTA1, TYMS, GSTA3, ADH1, FASN, CHRNA2"	200	113	16650	5.157079646	0.656104431	0.192234471	3.309210198
UP_KEYWORDS	Growth factor	7	2.868852459	0.002657122	"INHBA, INHBE, FGF21, GDF15, NRG1, GDNF, THBS4"	244	118	20793	5.055258405	0.463449279	0.050559911	3.362627569
INTERPRO	"IPR000192:Aminotransferase, class V/Cysteine desulfurase"	3	1.229508197	0.002782286	"MOCOS, SCLY, PSAT1"	229	7	19384	36.27698066	0.790501272	0.177477714	3.995097035
UP_KEYWORDS	Phosphoprotein	66	27.04918033	0.00336546	"RTN4, GDA, ALDH1L1, HFE2, EHHADH, PGD, PGAM1, GJA5, AMOTL2, MCF2L, ASAH2, MBP, GSTM1, GPX1, CRYL1, SCLY, CDKN2B, TKFC, PAX8, RHOB, AKR7A3, UNC5C, PAK1, CRY1, PRKCA, AR, STX2, STK24, MICAL2, PRKCI, STXBP1, MID1IP1, BTG1, NME1, GPAM, CYP2B2, TF, MGMT, TK1, ALDH1A1, PLIN5, TYMS, PPP1R3B, PTK2B, HIST1H4B, JUND, MYBPH, FASN, GAPDH, ACSL3, HCN3, CAR2, CUBN, ARPP19, TKT, RGS16, ANXA5, DBI, MICALCL, NUP62, KCNN2, HSPA4L, RGS7, HIBCH, PGK1, YKT6"	244	4047	20793	1.389754402	0.545631068	0.058876067	4.241263782
KEGG_PATHWAY	rno01130:Biosynthesis of antibiotics	11	4.508196721	0.003370874	"GCK, NME1, EHHADH, PGD, PGAM1, TKT, AK4, PGK1, PSAT1, GAPDH, ACAA1B"	130	219	7780	3.005971198	0.485821107	0.064354303	4.133830833
GOTERM_CC_DIRECT	GO:0043234~protein complex	17	6.967213115	0.003648647	"RTN4, PRKCA, AR, ALDH1L1, CUBN, PRKCI, STXBP1, GNAT3, PEX11A, GSTM1, CD36, NUP62, HIST1H4B, JUND, SNTB1, RGS7, PAK1"	228	611	18520	2.260028139	0.554173588	0.096047263	4.549649276
GOTERM_MF_DIRECT	GO:1990459~transferrin receptor binding	3	1.229508197	0.003795642	"TF, HFE2, CD81"	200	8	16650	31.21875	0.819367112	0.24814723	5.252156694
GOTERM_BP_DIRECT	GO:0006739~NADP metabolic process	3	1.229508197	0.004063947	"TP53I3, GCK, PGD"	218	8	17535	30.16341743	0.997626016	0.3956482	6.53412351
GOTERM_BP_DIRECT	GO:0033194~response to hydroperoxide	3	1.229508197	0.004063947	"GPX1, STX2, TRPM2"	218	8	17535	30.16341743	0.997626016	0.3956482	6.53412351
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	7	2.868852459	0.004227193	"CYP2C6V1, CYP2B2, TP53I3, CYP1A1, ADH1, HSD17B6, AKR1D1"	200	127	16650	4.588582677	0.851366077	0.238392636	5.832791553
UP_KEYWORDS	Lipoprotein	14	5.737704918	0.00452152	"ZDHHC2, AR, BST2, HFE2, EFNA1, RGS16, GNAT3, CD36, GALR3, GNG10, RGS7, RHOB, YKT6, CD14"	244	481	20793	2.480334685	0.653694815	0.072947747	5.659454677
GOTERM_CC_DIRECT	GO:0031090~organelle membrane	6	2.459016393	0.005002931	"CYP2C6V1, CYP2B2, CYP26B1, EPHX1, HSD17B6, CYP2C22"	228	90	18520	5.415204678	0.669920851	0.115876119	6.189248588
UP_KEYWORDS	Angiogenesis	5	2.049180328	0.005008447	"PRKCA, PTK2B, EFNA1, RHOB, ANGPTL4"	244	59	20793	7.221797722	0.691156694	0.075338988	6.25097148
UP_KEYWORDS	Apoptosis	10	4.098360656	0.005066613	"PRKCA, STK24, RHOB, G0S2, PAK1, UNC5C, GAPDH, CIDEC, ACVR1C, ASAH2"	244	274	20793	3.110117267	0.695352846	0.071595321	6.321402456
GOTERM_BP_DIRECT	GO:0043588~skin development	5	2.049180328	0.005068196	"DACT2, ARRDC3, DBI, TCF7L1, MIF"	218	56	17535	7.181766055	0.999468776	0.440115706	8.085788383
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	83	34.01639344	0.005614808	"RTN4, ALDH1L1, NUAK1, PGD, LRRC19, PGAM1, SULT2B1, CD1D1, RGD1305464, KANK1, MCF2L, ACVR1C, KANK2, GSTM1, GPX1, BAG4, CRYL1, CDKN2B, AKR7A3, PAK1, NRG1, AGAP3, RGD1309676, PRKCA, SULT2A6, AR, BST2, CYP1A1, STK24, SULT2A2, PRKCI, STXBP1, HERC3, MID1IP1, PNPLA5, MK1, DACT2, BTG1, NME1, ARL4D, AKR1D1, SRI, ETHE1, ADH7, RRM2B, TK1, SESN3, MIF, TSC22D1, ALDH1A1, PLIN5, TYMS, PLIN2, PTK2B, PIR, CYP26B1, TGM2, FASN, GAPDH, CAR2, CKAP2, CUBN, HIST1H2BH, ARPP19, CRYZ, RGS16, ANXA5, DBI, GNAT3, P2RX5, IKBKE, MICALCL, RGD1562136, CDKN1A, NUP62, SLC17A3, GCK, SVIL, SH3BGRL2, HSPA4L, GDF15, PSAT1, YKT6"	228	5227	18520	1.289827784	0.711877449	0.117006056	6.921487229
INTERPRO	"IPR004046:Glutathione S-transferase, C-terminal"	4	1.639344262	0.005662313	"GSTM1, GSTA1, GSTA3, GSTT1"	229	31	19384	10.9221017	0.958645952	0.298092665	7.973547536
INTERPRO	"IPR013328:Dehydrogenase, multihelical"	3	1.229508197	0.005824856	"CRYL1, EHHADH, PGD"	229	10	19384	25.39388646	0.962269956	0.279442354	8.193438943
KEGG_PATHWAY	rno00010:Glycolysis / Gluconeogenesis	6	2.459016393	0.005934951	"GCK, ADH1, PGAM1, ADH7, PGK1, GAPDH"	130	70	7780	5.12967033	0.69046021	0.101120453	7.172329148
UP_SEQ_FEATURE	domain:GST N-terminal	4	1.639344262	0.006139722	"GSTM1, GSTA1, GSTA3, GSTT1"	122	25	7976	10.46032787	0.919945321	0.717060645	8.259826621
GOTERM_BP_DIRECT	GO:0048680~positive regulation of axon regeneration	3	1.229508197	0.006425676	"STK24, NRG1, MIF"	218	10	17535	24.13073394	0.999929962	0.495061866	10.14478152
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	5	2.049180328	0.006476263	"TYMS, ADH1, NRG1, MIF, MBP"	218	60	17535	6.702981651	0.999935059	0.474183012	10.2206677
GOTERM_BP_DIRECT	GO:0042327~positive regulation of phosphorylation	4	1.639344262	0.007117219	"TF, AR, GCK, MIF"	218	32	17535	10.05447248	0.999975077	0.484430083	11.17695597
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	7	2.868852459	0.007228129	"INHBA, INHBE, FGF21, GDF15, NRG1, GDNF, THBS4"	200	142	16650	4.103873239	0.961782827	0.335060214	9.779872393
KEGG_PATHWAY	rno00071:Fatty acid degradation	5	2.049180328	0.007418901	"ADH1, EHHADH, ADH7, ACSL3, ACAA1B"	130	47	7780	6.366612111	0.769377238	0.115070824	8.890114606
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	5	2.049180328	0.007687574	"INHBA, TF, JADE2, INHBE, GDF15"	218	63	17535	6.383792049	0.999989376	0.490167382	12.01985495
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	4	1.639344262	0.007758495	"PGAM1, CRY1, PGK1, GAPDH"	218	33	17535	9.749791493	0.999990446	0.4738343	12.12413847
UP_KEYWORDS	Glycolysis	4	1.639344262	0.007831736	"GCK, PGAM1, PGK1, GAPDH"	244	35	20793	9.73911007	0.841157188	0.102575148	9.613819497
GOTERM_BP_DIRECT	GO:0071404~cellular response to low-density lipoprotein particle stimulus	3	1.229508197	0.009272158	"CD36, CD81, FGF21"	218	12	17535	20.10894495	0.999999009	0.516924667	14.32234921
INTERPRO	"IPR004045:Glutathione S-transferase, N-terminal"	4	1.639344262	0.00929588	"GSTM1, GSTA1, GSTA3, GSTT1"	229	37	19384	9.150950077	0.994696449	0.378927311	12.77386032
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	6	2.459016393	0.009476423	"PRKCA, CD36, PTK2B, JUND, CLCN6, MIF"	218	104	17535	4.640525759	0.99999927	0.506633729	14.615004
UP_KEYWORDS	Monooxygenase	6	2.459016393	0.009486194	"CYP2C6V1, CYP2B2, CYP1A1, MICAL2, CYP26B1, CYP2C22"	244	110	20793	4.648211624	0.892510827	0.116539923	11.5324011
INTERPRO	"IPR001839:Transforming growth factor-beta, C-terminal"	4	1.639344262	0.010006481	"INHBA, INHBE, GDF15, GDNF"	229	38	19384	8.910135601	0.996453915	0.375097263	13.68492809
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	8	3.278688525	0.010345543	"GSTM1, PRKCA, ALDH1A1, TYMS, PTK2B, MGMT, ADH7, CD14"	218	193	17535	3.334125588	0.999999802	0.520443277	15.84974088
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	5	2.049180328	0.010536984	"RGD1309676, GPX1, GSTK1, GSTT1, IYD"	218	69	17535	5.828679697	0.999999851	0.510582145	16.11945066
GOTERM_BP_DIRECT	GO:0032868~response to insulin	6	2.459016393	0.010635844	"AR, SCLY, CRY1, MIF, SESN3, ACVR1C"	218	107	17535	4.51041756	0.999999872	0.498383115	16.25841104
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	4	1.639344262	0.011205019	"CYP2C6V1, CYP2B2, CYP1A1, CYP2C22"	200	39	16650	8.538461538	0.993722106	0.430737386	14.77390912
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	4	1.639344262	0.011205019	"CYP2C6V1, CYP2B2, CYP1A1, CYP2C22"	200	39	16650	8.538461538	0.993722106	0.430737386	14.77390912
INTERPRO	"IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like"	3	1.229508197	0.011420363	"CRYL1, EHHADH, PGD"	229	14	19384	18.13849033	0.998409471	0.390836359	15.47136646
KEGG_PATHWAY	rno01212:Fatty acid metabolism	5	2.049180328	0.012038787	"EHHADH, FASN, ELOVL6, ACSL3, ACAA1B"	130	54	7780	5.541310541	0.908006053	0.167682218	14.05250667
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	4	1.639344262	0.012311206	"GCK, PGAM1, PGK1, GAPDH"	218	39	17535	8.249823571	0.99999999	0.535116123	18.58069432
GOTERM_BP_DIRECT	GO:0045821~positive regulation of glycolytic process	3	1.229508197	0.012578337	"GCK, ENTPD5, MIF"	218	14	17535	17.23623853	0.999999993	0.528287523	18.9453323
GOTERM_BP_DIRECT	GO:0006641~triglyceride metabolic process	4	1.639344262	0.013190178	"GPX1, CD36, DBI, GPAM"	218	40	17535	8.043577982	0.999999997	0.531333582	19.77473103
UP_SEQ_FEATURE	domain:GST C-terminal	4	1.639344262	0.013340938	"GSTM1, GSTA1, GSTA3, GSTT1"	122	33	7976	7.92449081	0.995940105	0.840471511	17.13899657
UP_KEYWORDS	Palmitate	8	3.278688525	0.014773403	"ZDHHC2, AR, CD36, GALR3, RGS7, RHOB, RGS16, YKT6"	244	219	20793	3.112957557	0.969277693	0.167484541	17.41477198
GOTERM_MF_DIRECT	GO:0070402~NADPH binding	3	1.229508197	0.015277148	"TP53I3, FASN, CRYZ"	200	16	16650	15.609375	0.999019817	0.499814914	19.62034075
